20201118,工业园区,湖西CBD,高楼层采光无遮挡，视野开阔，三房朝南，精装保养好新上,858万,高楼层(共27层)                                                3室2厅 | 155.85平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2kURVgTCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州中心 2室2厅 南,690万,高楼层(共62层)                                                2室2厅 | 130平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_dfS9NqJ9B_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,高层湖景全天采光，有车位，中天湖畔花园精装出售,880万,高楼层(共27层)                                                3室1厅 | 158.17平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Tl4ORy0Rk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,百万装修，空中别墅，有50平大露台,968万,高楼层(共5层)                                                4室2厅 | 163.06平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_4xfvasFFw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,处理多余房产，看房方便，价好好沟通！,500万,低楼层(共6层)                                                2室2厅 | 69.66平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Qig5rUxL8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园 4室2厅 南,900万,中楼层(共29层)                                                4室2厅 | 159.42平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_D7JTzTbOX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,改善小区，地理位置优越，出入方便，配套齐,588万,低楼层(共33层)                                                2室1厅 | 102平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/test-39b8099a-88c9-432f-897c-d5f2f4e4c361.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州凤凰文化广场 2室2厅 西南,590万,高楼层(共36层)                                                2室2厅 | 105.76平米                                  | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_vo9fDD0AI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,方正2房小户型，有小区环境星海的很好选择，诚意出售,499万,中楼层(共6层)                                                2室2厅 | 70.49平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZKOslKUti_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园精装4+1，小区朝南前排，拎包入住,820万,低楼层(共21层)                                                4室2厅 | 188平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Q9Mhi8rKq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五不唯一，房东自住，保养好，诚心出售必看好房,564万,高楼层(共5层)                                                4室1厅 | 153.27平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_A1TaGXd5R_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,位置安静，采光充足，视野开阔，精装3房，户型通透,450万,中楼层(共5层)                                                3室2厅 | 108.98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_PgX9zfNC6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,Xing  Hai  Xue qu 在，房龄新，带阳台，小面积总价低,358万,高楼层(共28层)                                                1室1厅 | 49.41平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_xEEdMlqmg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,楼层好，动静分离，近地铁，看房随时,498万,高楼层(共24层)                                                2室1厅 | 127平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_tYtapW2ZO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,户型方正，中高楼层，可看金鸡湖景！,850万,低楼层(共27层)                                                3室2厅 | 156.67平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_OpG91maLj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域东区新上两房，精装修，拎包入住，看房随时,730万,中楼层(共20层)                                                2室2厅 | 107.52平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_BEAWhz15H_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,地铁口三房  小区中间 采光耀眼 看房有钥匙,530万,中楼层(共5层)                                                3室2厅 | 103.77平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_mfih1Jewx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,四季新家园通透大三房，楼层位置好，采光全天日照,858万,中楼层(共5层)                                                3室2厅 | 122.63平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_kPpxeRxUU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西好地段 有院子 诚意卖 户型好 看房有钥匙随时看必看好房,435万,低楼层(共5层)                                                2室2厅 | 84.66平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_DkTyuHWU8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海人家 3室2厅 南 北,583万,高楼层(共18层)                                                3室2厅 | 116.55平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_B4dpMc4Ab_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨都广场 3室2厅 东南,600万,高楼层(共6层)                                                3室2厅 | 82平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_mGzRKNWRW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满两年8号朝南少有户型，价格合适。诚意出售,659万,低楼层(共47层)                                                2室1厅 | 130.25平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_kFgwLrTQT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天翔花园楼层高采光和视野好诚意售通透户型Xuexiao边,670万,高楼层(共21层)                                                3室2厅 | 155.98平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_nmy4Fz4LT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园西区 3室2厅 南,700万,中楼层(共10层)                                                3室2厅 | 141平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_VEIFh6Cr0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新加花园 通透三房 中间楼层 房东诚意出售,588万,高楼层(共6层)                                                3室2厅 | 112平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Oe9mBP0uS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五唯一，精装修，带院子，诚心出售，价格可谈,545万,低楼层(共6层)                                                3室2厅 | 101.03平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_T0MbQNFEO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州中心 1室2厅 东,850万,低楼层(共62层)                                                1室2厅 | 142平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_Zf1pbYst3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域两房，中高楼层，精装修，可拎包入住,675万,中楼层(共26层)                                                2室1厅 | 118平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_G5p0fxIjL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门40年产权的公寓，可贷款，不消耗购房资质,400万,高楼层(共51层)                                                1室1厅 | 91平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_rUW6L0dkX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海人家 3室2厅 南,525万,中楼层(共24层)                                                3室2厅 | 119平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_4N8nT68MT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园 2室2厅 南,680万,高楼层(共18层)                                                2室2厅 | 101.87平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_6k06lHYYg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西星海地段，新上好房子，空中别墅！,848万,高楼层(共5层)                                                4室2厅 | 169.38平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_nHYmBUL84_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域西区 2室2厅 南,720万,高楼层(共26层)                                                2室2厅 | 123.69平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_12sTMMjLE_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨都广场 3室2厅 南,790万,低楼层(共6层)                                                3室2厅 | 130平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_mhxlNUKaY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满五年不唯一，小区中间位置；附带露台；星海,1050万,中楼层(共4层)                                                4室2厅 | 200.77平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_mJhhDbPd2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,房东诚意出售 价格可谈 随时看房,749万,中楼层(共5层)                                                3室2厅 | 131平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_UVj6DHKNl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,天域一期  经典3房2卫  好楼层 视野棒 税少  保养全新,840万,中楼层(共26层)                                                3室2厅 | 143平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_SLQN78Jo8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西买四房就选都市花园，拎包入住的改善四房，电梯房,795万,低楼层(共9层)                                                4室2厅 | 164.22平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_A1PN7qkBM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,价格可谈，诚意出售，看房随时，随时签约,490万,高楼层(共5层)                                                5室2厅 | 133平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_XLxySLfni_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新上好房，5房2厅3卫，有50平米大露台，星海随时,710万,高楼层(共5层)                                                5室2厅 | 151.64平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_SDRJyiVa3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园四期 中间位置  全新装修 复式 采光视野好,620万,高楼层(共5层)                                                5室1厅 | 162平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_CPNHsP8wl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新上地铁口三房，三房朝南，中间楼层，采光好,515万,中楼层(共6层)                                                3室2厅 | 108.18平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_jmkcz0jPx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
